,Path,Label
0,/root/Unzipped/wav/id10099/id10099_46_0.wav,0
1,/root/Unzipped/wav/id10099/id10099_36_1.wav,0
2,/root/Unzipped/wav/id10099/id10099_28_1.wav,0
3,/root/Unzipped/wav/id10099/id10099_23_0_0.wav,0
4,/root/Unzipped/wav/id10099/id10099_27_1.wav,0
5,/root/Unzipped/wav/id10099/id10099_47_0.wav,0
6,/root/Unzipped/wav/id10099/id10099_5_0_0.wav,0
7,/root/Unzipped/wav/id10099/id10099_39_0_0.wav,0
8,/root/Unzipped/wav/id10099/id10099_4_0.wav,0
9,/root/Unzipped/wav/id10099/id10099_8_0_0.wav,0
10,/root/Unzipped/wav/id10099/id10099_24_0_0.wav,0
11,/root/Unzipped/wav/id10099/id10099_38_0_0.wav,0
12,/root/Unzipped/wav/id10099/id10099_9_0.wav,0
13,/root/Unzipped/wav/id10099/id10099_56_0_0.wav,0
14,/root/Unzipped/wav/id10099/id10099_47_0_0.wav,0
15,/root/Unzipped/wav/id10099/id10099_55_0_0.wav,0
16,/root/Unzipped/wav/id10099/id10099_40_0_0.wav,0
17,/root/Unzipped/wav/id10099/id10099_23_1_0.wav,0
18,/root/Unzipped/wav/id10099/id10099_56_1.wav,0
19,/root/Unzipped/wav/id10099/id10099_38_0.wav,0
20,/root/Unzipped/wav/id10099/id10099_25_0_0.wav,0
21,/root/Unzipped/wav/id10099/id10099_31_0.wav,0
22,/root/Unzipped/wav/id10099/id10099_43_0_0.wav,0
23,/root/Unzipped/wav/id10099/id10099_41_0.wav,0
24,/root/Unzipped/wav/id10099/id10099_16_2_0.wav,0
25,/root/Unzipped/wav/id10099/id10099_24_0.wav,0
26,/root/Unzipped/wav/id10099/id10099_25_0.wav,0
27,/root/Unzipped/wav/id10099/id10099_18_0.wav,0
28,/root/Unzipped/wav/id10099/id10099_2_0.wav,0
29,/root/Unzipped/wav/id10099/id10099_0_0.wav,0
30,/root/Unzipped/wav/id10099/id10099_2_0_0.wav,0
31,/root/Unzipped/wav/id10099/id10099_51_0.wav,0
32,/root/Unzipped/wav/id10099/id10099_3_2.wav,0
33,/root/Unzipped/wav/id10099/id10099_27_0.wav,0
34,/root/Unzipped/wav/id10099/id10099_35_0.wav,0
35,/root/Unzipped/wav/id10099/id10099_3_0.wav,0
36,/root/Unzipped/wav/id10099/id10099_46_2.wav,0
37,/root/Unzipped/wav/id10099/id10099_20_0.wav,0
38,/root/Unzipped/wav/id10099/id10099_16_0.wav,0
39,/root/Unzipped/wav/id10099/id10099_16_1.wav,0
40,/root/Unzipped/wav/id10099/id10099_1_1.wav,0
41,/root/Unzipped/wav/id10099/id10099_30_1.wav,0
42,/root/Unzipped/wav/id10099/id10099_12_0.wav,0
43,/root/Unzipped/wav/id10099/id10099_50_0_0.wav,0
44,/root/Unzipped/wav/id10099/id10099_39_2_0.wav,0
45,/root/Unzipped/wav/id10099/id10099_52_0.wav,0
46,/root/Unzipped/wav/id10099/id10099_14_0.wav,0
47,/root/Unzipped/wav/id10099/id10099_10_0_0.wav,0
48,/root/Unzipped/wav/id10099/id10099_48_0.wav,0
49,/root/Unzipped/wav/id10099/id10099_33_0.wav,0
50,/root/Unzipped/wav/id10099/id10099_42_1.wav,0
51,/root/Unzipped/wav/id10099/id10099_37_0.wav,0
52,/root/Unzipped/wav/id10099/id10099_46_0_0.wav,0
53,/root/Unzipped/wav/id10099/id10099_1_1_0.wav,0
54,/root/Unzipped/wav/id10099/id10099_32_0.wav,0
55,/root/Unzipped/wav/id10099/id10099_3_2_0.wav,0
56,/root/Unzipped/wav/id10099/id10099_9_1_0.wav,0
57,/root/Unzipped/wav/id10099/id10099_11_0.wav,0
58,/root/Unzipped/wav/id10099/id10099_12_0_0.wav,0
59,/root/Unzipped/wav/id10099/id10099_49_0.wav,0
60,/root/Unzipped/wav/id10099/id10099_3_1_0.wav,0
61,/root/Unzipped/wav/id10099/id10099_1_0.wav,0
62,/root/Unzipped/wav/id10099/id10099_25_1_0.wav,0
63,/root/Unzipped/wav/id10099/id10099_27_1_0.wav,0
64,/root/Unzipped/wav/id10099/id10099_22_0_0.wav,0
65,/root/Unzipped/wav/id10099/id10099_21_0_0.wav,0
66,/root/Unzipped/wav/id10099/id10099_28_1_0.wav,0
67,/root/Unzipped/wav/id10099/id10099_44_0.wav,0
68,/root/Unzipped/wav/id10099/id10099_49_1_0.wav,0
69,/root/Unzipped/wav/id10099/id10099_42_1_0.wav,0
70,/root/Unzipped/wav/id10099/id10099_25_1.wav,0
71,/root/Unzipped/wav/id10099/id10099_57_0_0.wav,0
72,/root/Unzipped/wav/id10099/id10099_6_0_0.wav,0
73,/root/Unzipped/wav/id10099/id10099_8_0.wav,0
74,/root/Unzipped/wav/id10099/id10099_39_2.wav,0
75,/root/Unzipped/wav/id10099/id10099_56_0.wav,0
76,/root/Unzipped/wav/id10099/id10099_43_1_0.wav,0
77,/root/Unzipped/wav/id10099/id10099_16_1_0.wav,0
78,/root/Unzipped/wav/id10099/id10099_51_0_0.wav,0
79,/root/Unzipped/wav/id10099/id10099_31_0_0.wav,0
80,/root/Unzipped/wav/id10099/id10099_32_1.wav,0
81,/root/Unzipped/wav/id10099/id10099_46_1_0.wav,0
82,/root/Unzipped/wav/id10099/id10099_53_0.wav,0
83,/root/Unzipped/wav/id10099/id10099_30_2_0.wav,0
84,/root/Unzipped/wav/id10099/id10099_0_0_0.wav,0
85,/root/Unzipped/wav/id10099/id10099_52_0_0.wav,0
86,/root/Unzipped/wav/id10099/id10099_30_2.wav,0
87,/root/Unzipped/wav/id10099/id10099_55_0.wav,0
88,/root/Unzipped/wav/id10099/id10099_56_1_0.wav,0
89,/root/Unzipped/wav/id10099/id10099_30_1_0.wav,0
90,/root/Unzipped/wav/id10099/id10099_50_0.wav,0
91,/root/Unzipped/wav/id10099/id10099_29_0.wav,0
92,/root/Unzipped/wav/id10099/id10099_14_0_0.wav,0
93,/root/Unzipped/wav/id10099/id10099_36_0_0.wav,0
94,/root/Unzipped/wav/id10099/id10099_43_0.wav,0
95,/root/Unzipped/wav/id10099/id10099_49_0_0.wav,0
96,/root/Unzipped/wav/id10099/id10099_13_1_0.wav,0
97,/root/Unzipped/wav/id10099/id10099_28_0.wav,0
98,/root/Unzipped/wav/id10099/id10099_7_0.wav,0
99,/root/Unzipped/wav/id10099/id10099_6_0.wav,0
100,/root/Unzipped/wav/id10099/id10099_17_0.wav,0
101,/root/Unzipped/wav/id10099/id10099_13_1.wav,0
102,/root/Unzipped/wav/id10099/id10099_40_1_0.wav,0
103,/root/Unzipped/wav/id10099/id10099_48_0_0.wav,0
104,/root/Unzipped/wav/id10099/id10099_22_0.wav,0
105,/root/Unzipped/wav/id10099/id10099_19_0_0.wav,0
106,/root/Unzipped/wav/id10099/id10099_34_0.wav,0
107,/root/Unzipped/wav/id10099/id10099_53_1.wav,0
108,/root/Unzipped/wav/id10099/id10099_17_0_0.wav,0
109,/root/Unzipped/wav/id10099/id10099_19_0.wav,0
110,/root/Unzipped/wav/id10099/id10099_39_1.wav,0
111,/root/Unzipped/wav/id10099/id10099_54_0_0.wav,0
112,/root/Unzipped/wav/id10099/id10099_7_0_0.wav,0
113,/root/Unzipped/wav/id10099/id10099_40_1.wav,0
114,/root/Unzipped/wav/id10099/id10099_3_0_0.wav,0
115,/root/Unzipped/wav/id10099/id10099_42_0_0.wav,0
116,/root/Unzipped/wav/id10099/id10099_49_1.wav,0
117,/root/Unzipped/wav/id10099/id10099_1_0_0.wav,0
118,/root/Unzipped/wav/id10099/id10099_51_1.wav,0
119,/root/Unzipped/wav/id10099/id10099_26_0_0.wav,0
120,/root/Unzipped/wav/id10099/id10099_32_1_0.wav,0
121,/root/Unzipped/wav/id10099/id10099_16_0_0.wav,0
122,/root/Unzipped/wav/id10099/id10099_53_0_0.wav,0
123,/root/Unzipped/wav/id10099/id10099_18_0_0.wav,0
124,/root/Unzipped/wav/id10099/id10099_30_0.wav,0
125,/root/Unzipped/wav/id10099/id10099_29_0_0.wav,0
126,/root/Unzipped/wav/id10099/id10099_36_1_0.wav,0
127,/root/Unzipped/wav/id10099/id10099_37_0_0.wav,0
128,/root/Unzipped/wav/id10099/id10099_3_1.wav,0
129,/root/Unzipped/wav/id10099/id10099_16_2.wav,0
130,/root/Unzipped/wav/id10099/id10099_30_0_0.wav,0
131,/root/Unzipped/wav/id10099/id10099_46_1.wav,0
132,/root/Unzipped/wav/id10099/id10099_23_0.wav,0
133,/root/Unzipped/wav/id10099/id10099_10_0.wav,0
134,/root/Unzipped/wav/id10099/id10099_39_1_0.wav,0
135,/root/Unzipped/wav/id10099/id10099_33_0_0.wav,0
136,/root/Unzipped/wav/id10099/id10099_51_1_0.wav,0
137,/root/Unzipped/wav/id10099/id10099_5_0.wav,0
138,/root/Unzipped/wav/id10099/id10099_34_0_0.wav,0
139,/root/Unzipped/wav/id10099/id10099_40_2_0.wav,0
140,/root/Unzipped/wav/id10099/id10099_9_1.wav,0
141,/root/Unzipped/wav/id10099/id10099_58_0_0.wav,0
142,/root/Unzipped/wav/id10099/id10099_13_0_0.wav,0
143,/root/Unzipped/wav/id10099/id10099_54_0.wav,0
144,/root/Unzipped/wav/id10099/id10099_27_0_0.wav,0
